codigo;descricao;porte;ch;co
41205073;Braquiterapia intracavitária de alta taxa de dose (BATD) - por inserção;;;
41205065;Braquiterapia intersticial de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento;;;
41205057;Braquiterapia intersticial de baixa taxa de dose (BBTD) permanente de próstata - por tratamento ;;;
41205049;Braquiterapia intersticial de baixa taxa de dose (BBTD) - com Césio - por inserção;;;
41205030;Braquiterapia intersticial de alta taxa de dose (BATD) - por inserção ;;;
41205022;Braquiterapia endoluminal de baixa taxa de dose (BBTD) - por inserção;;;
41205014;Braquiterapia endoluminal de alta taxa de dose (BATD) - por inserção;;;
41204107;Sistemas de imobilização - tórax, abdome ou pélvis - 1 por tratamento;;;
41204093;Sistemas de imobilização - cabeça (máscaras) ou membros - 1 por tratamento ;;;
41204085;Simulação de tratamento simples (sem tomografia computadorizada) - 1 por volume tratado ;;;
41204077;Simulação de tratamento intermediária (com tomografia) - 1 por volume tratado ;;;
41204069;Simulação de tratamento complexa (com tomografia e com contraste) - 1 por volume tratado;;;
41204050;Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado;;;
41204042;Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado;;;
41204034;Planejamento de tratamento computadorizado - 1 por volume tratado;;;
41204026;Filme de verificação (cheque-filme) - 1 por incidência planejada/semana - filme a parte ;;;
41204018;Colimação individual - 1 por incidência planejada;;;
41203216;Radioterapia intra-operatória por elétrons (IOeRT) - por tratamento;;;
41203208;Sangues e derivados (por unidade);;;
41203194;Radioterapia Rotatória com unidade de cobalto - por volume tratado e por dia;;;
41203186;Radioterapia Rotatória com acelerador linear só com fótons - por volume tratado e por dia;;;
41203178;Radioterapia Rotatória com acelerador linear com fótons e elétrons - por volume tratado e por dia;;;
41203160;Radioterapia Intra-operatória (IORT) - por tratamento;;;
41203151;Radioterapia Externa de Ortovoltagem (Roentgenterapia) - por campo;;;
41203143;Radioterapia Estereotática - por dia subsequente;;;
41203135;Radioterapia Estereotática - 1º dia de tratamento;;;
41203127;Radioterapia de Pele Total (TSI) - por tratamento;;;
41203119;Radioterapia de Meio Corpo (HBI) - por dia de tratamento;;;
41203100;Radioterapia de Corpo Inteiro - por tratamento;;;
41203097;Radioterapia Convencional de Megavoltagem com Unidade de Telecobalto - por campo ;;;
41203089;Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons - por campo ;;;
41203070;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo ;;;
41203062;Radioterapia Conformada Tridimensional (RCT-3D)  com Acelerador Linear - por tratamento;;;
41203054;Radioterapia  com Modulação da Intensidade do Feixe (IMRT) - por tratamento;;;
41203046;Radiocirurgia (RTC) - nível 3, três lesões e/ou de mais de quatro isocentros - por tratamento ;;;
41203038;Radiocirurgia (RTC) - nível 2, duas lesões e/ou dois a quatro isocentros - por tratamento;;;
41203020;Radiocirurgia (RTC) - nível 1, lesão única e/ou um isocentro - por tratamento;;;
41203011;Betaterapia (placa de estrôncio) - por campo;;;
41103025;Laudo Evolutivo de Ressonância Magnética por procedimento;;;
41103017;Revisão da Ressonância Magnética por procedimento;;;
41102010;Artro-RM (incluir a punção articular) - por articulação;;;
41101669;RM para planejamento oncológico;;;
41101650;RM - Neuronavegador;;;
41101642;RM - Endovaginal;;;
41101634;RM - Endorretal ;;;
41101626;Angio-RM venosa de pescoço;;;
41101618;Angio-RM arterial de pescoço;;;
41101600;Angio-RM venosa de pelve;;;
41101596;Angio-RM arterial de pelve;;;
41101588;Angio-RM venosa de membro superior (unilateral);;;
41101570;Angio-RM arterial de membro superior (unilateral);;;
41101561;Angio-RM venosa de membro inferior (unilateral);;;
41101553;Angio-RM arterial de membro inferior (unilateral) ;;;
41101545;Angio-RM venosa de crânio;;;
41101537;Angio-RM arterial de crânio ;;;
41101529;Angio-RM venosa de abdome superior;;;
41101510;Angio-RM arterial de abdome superior;;;
41101502;Angio-RM venosa pulmonar;;;
41101499;Angio-RM arterial pulmonar;;;
41101480;RM - Mama (bilateral) ;;;
41101472;RM - Planejamento;;;
41101464;RM - Multiparamétrica transretal da próstata;;;
41101456;RM - Difusão por RM;;;
41101448;RM - Tractografia;;;
41101430;RM - Avaliação de ferro (coração ou fígado);;;
41101383;RM - Reconstrução tridimensional - acrescentar ao exame de base ;;;
41101375;Endoscopia virtual por RM - acrescentar ao exame de base;;;
41101359;Hidro-RM (colângio-RM ou uro-RM ou mielo-RM ou sialo-RM ou cistografia por RM);;;
41101340;Angio-RM de aorta abdominal;;;
41101332;Angio-RM de aorta torácica;;;
41101316;RM - Articular (por articulação) ;;;
41101308;RM - Pé (antepé) - não inclui tornozelo ;;;
41101294;RM - Perna (unilateral) ;;;
41101286;RM - Coxa (unilateral) ;;;
41101278;RM - Bacia (articulações sacroilíacas);;;
41101260;RM - Mão (não inclui punho) ;;;
41101251;RM - Membro superior unilateral (não inclui mão e articulações) ;;;
41101243;RM - Plexo braquial (desfiladeiro torácico) ou lombossacral (não inclui coluna cervical ou lombar) ;;;
41101235;RM - Fluxo liquórico (como complementar) ;;;
41101227;RM - Coluna cervical ou dorsal ou lombar;;;
41101219;RM - Bolsa escrotal;;;
41101200;RM - Pênis ;;;
41101197;RM - Fetal;;;
41101189;RM - Pelve (não inclui articulações coxofemorais);;;
41101170;RM - Abdome superior (fígado, pâncreas, baço, rins, supra-renais, retroperitônio);;;
41101154;RM - Coração - morfológico e funcional + perfusão + viabilidade miocárdica;;;
41101146;RM - Coração - morfológico e funcional + perfusão + estresse ;;;
41101138;RM - Coração - morfológico e funcional ;;;
41101120;RM - Tórax (mediastino, pulmão, parede torácica) ;;;
41101111;RM - Pescoço (nasofaringe, orofaringe, laringe, traquéia, tireóide, paratireóide);;;
41101103;RM - Articulação temporomandibular (bilateral) ;;;
41101090;RM - Face (inclui seios da face) ;;;
41101081;RM - Ossos temporais bilateral ;;;
41101073;RM - Órbita bilateral ;;;
41101065;Espectroscopia por RM;;;
41101057;Perfusão cerebral por RM;;;
41101049;Estudo funcional (mapeamento cortical por RM);;;
41101030;RM - Base do crânio;;;
41101022;RM - Sela túrcica (hipófise);;;
41101014;RM - Crânio (encéfalo) ;;;
41003020;Laudo Evolutivo de Tomografia Computadorizada por procedimento;;;
41003012;Revisão de Tomografia Computadorizada por procedimento;;;
41002059;Artro-TC (esternoclavicular ou ombro ou cotovelo ou punho ou sacroilíaca ou coxofemoral ou joelho ou tornozelo ou pé) - unilateral;;;
41002040;TC - Punção para introdução de contraste (acrescentar o exame de base);;;
41002032;Drenagem percutânea orientada por TC (acrescentar o exame de base);;;
41002016;Tomomielografia (até 3 segmentos) - acrescentar a TC da coluna e incluir a punção;;;
41001532;TC para planejamento oncológico;;;
41001524;Angiotomografia venosa pulmonar;;;
41001516;Angiotomografia arterial pulmonar;;;
41001508;Angiotomografia venosa de membro superior;;;
41001494;Angiotomografia arterial de membro superior;;;
41001486;Angiotomografia venosa de membro inferior;;;
41001478;Angiotomografia arterial de membro inferior;;;
41001460;Angiotomografia venosa de pelve;;;
41001451;Angiotomografia arterial de pelve;;;
41001443;Angiotomografia venosa de abdome superior;;;
41001435;Angiotomografia arterial de abdome superior;;;
41001427;Angiotomografia venosa de tórax;;;
41001419;Angiotomografia arterial de tórax;;;
41001400;Angiotomografia venosa de pescoço;;;
41001397;Angiotomografia arterial de pescoço;;;
41001389;Angiotomografia venosa de crânio ;;;
41001370;Angiotomografia arterial de crânio;;;
41001362;TC - Vias urinárias (Urotomografia);;;
41001354;TC - Articular dinâmica ;;;
41001346;TC - Multifase (dinâmica);;;
41001338;TC - Radiocirurgia esterotáxica ;;;
41001320;TC - Tomossíntese digital mamária;;;
41001311;PET-CT neurológico;;;
41001303;PET-CT infecção;;;
41001290;PET-CT cardiológico;;;
41001281;TC - Maxilar;;;
41001273;TC - Mandíbula;;;
41001265;TC - Colonoscopia virtual;;;
41001257;TC - Cisternografia por tomografia;;;
41001249;TC - Artérias de membro superior;;;
41001230;TC - Angiotomografia coronariana;;;
41001222;TC para PET dedicado oncológico;;;
41001214;Endoscopia virtual de qualquer órgão ou estrutura por TC - acrescentar ao exame de base;;;
41001206;TC - Reconstrução tridimensional de qualquer órgão ou estrutura - acrescentar ao exame de base;;;
41001192;TC - Escanometria digital ;;;
41001184;Angiotomografia de aorta abdominal;;;
41001176;Angiotomografia de aorta torácica;;;
41001150;TC - Segmento apendicular (braço ou antebraço ou mão ou coxa ou perna ou pé) - unilateral;;;
41001141;TC - Articulação (esternoclavicular ou ombro ou cotovelo ou punho ou sacroilíaca ou coxofemoral ou joelho ou tornozelo ou pé) - unilateral;;;
41001133;TC - Coluna - segmento adicional ;;;
41001125;TC - Coluna cervical ou dorsal ou lombo-sacra (até 3 segmentos);;;
41001117;TC - Pelve ou bacia;;;
41001109;TC - Abdome superior ;;;
41001095;TC - Abdome total (abdome superior, pelve e retroperitônio) ;;;
41001087;TC - Coração - para avaliação do escore de cálcio coronariano ;;;
41001079;TC - Tórax ;;;
41001060;TC - Pescoço (partes moles, laringe, tireóide, faringe e glândulas salivares);;;
41001052;TC - Dental (dentascan) ;;;
41001044;TC - Articulações temporomandibulares ;;;
41001036;TC - Face ou seios da face;;;
41001028;TC - Mastóides ou orelhas;;;
41001010;TC - Crânio ou sela túrcica ou órbitas ;;;
40903010;Laudo Evolutivo de Ultrassonografia por procedimento;;;
40902145;Ecodopplercardiograma intracardíaco;;;
40902137;Monitorização por Doppler transcraniano ;;;
40902129;Redução de invaginação intestinal por enema, orientada por US (acrescentar o exame de base);;;
40902110;Drenagem percutânea orientada por US (acrescentar o exame de base);;;
40902080;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) - por hora suplementar;;;
40902072;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) (1ª hora);;;
40902064;Doppler colorido intra-operatório;;;
40902056;US - Intra-operatório ;;;
40902048;US - Próstata transretal com biópsia - mais de 8 fragmentos;;;
40902030;US - Próstata transretal com biópsia - até 8 fragmentos;;;
40902021;US - Obstétrica 1º trimestre com punção: biópsia ou aspirativa ;;;
40902013;US - Obstétrica: com amniocentese;;;
40901858;US - Pesquisa de endometriose;;;
40901840;Elastografia por onda de cisalhamento (shear wave) de estrutura superficial dirigida por ultrassonografia modo B (mama ou cervical ou axila ou músculo ou tendão ou tireóide);;;
40901831;Elastografia por onda de cisalhamento (shear wave) da próstata dirigida por ultrassonografia modo B;;;
40901823;US - Vascular com contraste microbolhas;;;
40901815;US - Órgão ou estrutura isolada com contrate microbolhas;;;
40901807;Ecocardiograma transtorácico com STRAIN bidirecional (inclui transtorácico);;;
40901793;ELASTOGRAFIA HEPÁTICA ULTRASSÔNICA;;;
40901785;Ecocardiograma transesofágico tridimensional;;;
40901777;Ecocardiograma transtorácico tridimensional;;;
40901769;US - Aparelho urinário (rins, ureteres e bexiga);;;
40901750;US - Próstata (via abdominal);;;
40901742;US - Transretal Radial;;;
40901734;US - Peça cirúgica;;;
40901726;US - Neurossonografia fetal;;;
40901718;Ecodopplercardiograma para ajuste de marca-passo;;;
40901700;Ecodopplercardiograma sob estresse físico ou farmacológico com contraste;;;
40901696;US - Ecodopplercardiograma com estresse físico;;;
40901688;US - Adicional de reconstrução 3D - ECO;;;
40901670;US - Prova de Boyden;;;
40901661;US - Ecodoppler de carótidas;;;
40901653;US - Ecocardiograma com Doppler tecidual para ressincronização;;;
40901645;US - Ecocardiograma com Doppler convencional - carótidas;;;
40901637;US - Ecocardiograma com Doppler convencional - artérias;;;
40901629;US - Ecodopplercardiograma com análise do sincronismo cardíaco;;;
40901610;US - Crânio para criança;;;
40901602;Doppler transcraniano;;;
40901599;US - Estudo sonográfico dinâmico das vias urinárias (feminino);;;
40901580;US - Estudo sonográfico dinâmico das vias urinárias (masculino);;;
40901572;Ultrassom com doppler abdôme total e pelve feminino;;;
40901564;Ecoencefalograma;;;
40901556;Ecocardiografia fetal gestação múltipla;;;
40901548;Doppler convencional órgão/estrutura isolada;;;
40901530;Ultrassonografia diagnóstica - monocular;;;
40901521;Ultrassonografia biomicroscópica - monocular;;;
40901513;Doppler colorido de artérias penianas (sem fármaco indução);;;
40901505;US - Obstétrica: perfil biofísico fetal ;;;
40901491;US - Tridimensional - acrescentar ao exame de base ;;;
40901483;Doppler colorido venoso de membro inferior - unilateral ;;;
40901475;Doppler colorido arterial de membro inferior - unilateral ;;;
40901467;Doppler colorido venoso de membro superior - unilateral ;;;
40901459;Doppler colorido arterial de membro superior - unilateral ;;;
40901440;Doppler colorido peniano com fármaco-indução;;;
40901432;Doppler colorido de veia cava superior ou inferior ;;;
40901424;Doppler colorido de hemangioma ;;;
40901416;Doppler colorido de artérias viscerais (mesentéricas superior e inferior e tronco celíaco) ;;;
40901408;Doppler colorido de aorta e ilíacas;;;
40901394;Doppler colorido de aorta e artérias renais ;;;
40901386;Doppler colorido de órgão ou estrutura isolada ;;;
40901378;Doppler colorido de vasos cervicais venosos bilateral (subclávias e jugulares);;;
40901360;Doppler colorido de vasos cervicais arteriais bilateral (carótidas e vertebrais) ;;;
40901351;Doppler colorido transfontanela ;;;
40901335;US - Próstata transretal (não inclui abdome inferior masculino);;;
40901327;US - Histerossonografia;;;
40901319;US - Transvaginal para controle de ovulação (3 ou mais exames);;;
40901300;US - Transvaginal (útero, ovário, anexos e vagina) ;;;
40901297;US - Obstétrica 1º trimestre (endovaginal) ;;;
40901289;US - Obstétrica gestação múltipla com Doppler colorido: cada feto ;;;
40901270;US - Obstétrica gestação múltipla: cada feto;;;
40901262;US - Obstétrica morfológica ;;;
40901254;US - Obstétrica com translucência nucal;;;
40901246;US - Obstétrica com Doppler colorido ;;;
40901238;US - Obstétrica;;;
40901220;US - Articular (por articulação);;;
40901211;US - Estruturas superficiais (cervical ou axila ou músculo ou tendão);;;
40901203;US - Órgãos superficiais (tireóide ou escroto ou pênis ou crânio) ;;;
